-0.050061,-0.096459,0.035409,0.076923,-0.030525,0.330892,-0.262515,-0.069597,0.172161,0.216117,0.015873,0.111111,0.863248
-0.072039,-0.123321,0.076923,0.074481,-0.032967,0.308913,-0.164835,-0.020757,-0.001221,0.184371,0.023199,0.081807,0.865690
-0.052503,-0.184371,0.054945,0.035409,-0.008547,0.284493,0.047619,0.010989,0.028083,0.142857,-0.008547,0.103785,0.863248
-0.028083,-0.162393,0.045177,0.023199,-0.003663,0.111111,0.010989,-0.013431,0.089133,0.047619,-0.001221,0.064713,0.860806
0.032967,-0.125763,0.010989,0.028083,-0.001221,0.191697,0.113553,0.035409,0.076923,-0.052503,0.020757,0.059829,0.865690
0.069597,-0.045177,-0.006105,0.035409,0.032967,0.225885,0.140415,0.047619,0.098901,-0.189255,0.013431,-0.028083,0.865690
0.084249,0.006105,-0.023199,0.030525,0.006105,0.106227,-0.157509,0.023199,0.196581,-0.157509,0.025641,-0.018315,0.860806
0.076923,0.245421,-0.047619,-0.032967,0.111111,0.006105,-0.391941,0.084249,-0.032967,-0.050061,0.067155,-0.345543,0.865690
0.067155,0.531136,-0.111111,-0.145299,0.199023,0.054945,-0.484737,0.054945,-0.045177,0.137973,0.045177,-0.311355,0.868132
-0.015873,0.064713,0.035409,0.042735,-0.037851,0.450550,-0.333333,-0.208791,-0.096459,0.289377,-0.035409,0.159951,0.860806
-0.025641,-0.150183,0.050061,0.064713,-0.059829,0.347986,0.164835,-0.216117,-0.199023,0.194139,-0.013431,0.177045,0.865690
-0.067155,-0.181929,0.054945,0.037851,-0.072039,0.257631,0.340660,-0.135531,0.128205,0.025641,-0.025641,0.184371,0.868132
-0.074481,-0.181929,0.064713,0.047619,-0.067155,0.277167,0.286935,-0.118437,0.277167,-0.186813,-0.013431,0.177045,0.868132
-0.098901,-0.084249,0.081807,0.052503,0.023199,0.042735,-0.008547,-0.089133,0.218559,-0.428571,-0.035409,0.028083,0.865690
-0.057387,-0.047619,0.023199,0.025641,0.057387,-0.350427,-0.052503,-0.052503,0.284493,-0.374847,-0.050061,-0.020757,0.863248
-0.025641,0.023199,0.003663,0.032967,0.013431,-0.211233,-0.306471,-0.008547,0.147741,-0.137973,-0.050061,-0.050061,0.865690
0.015873,0.045177,0.013431,0.028083,-0.050061,-0.050061,-0.313797,0.025641,0.120879,0.142857,-0.047619,0.001221,0.865690
0.040293,0.098901,-0.010989,-0.035409,0.025641,-0.037851,-0.291819,0.152625,-0.111111,0.282051,-0.010989,-0.279609,0.868132
0.123321,0.435898,-0.091575,-0.174603,0.172161,-0.020757,-0.164835,0.184371,-0.159951,0.321124,0.020757,-0.299145,0.865690
0.035409,-0.079365,0.030525,0.030525,-0.047619,0.355312,0.213675,-0.025641,0.101343,0.323566,-0.072039,0.142857,0.865690
0.050061,-0.223443,0.003663,0.023199,-0.032967,0.467644,0.282051,-0.072039,0.098901,0.282051,-0.030525,0.140415,0.863248
-0.018315,-0.206349,0.054945,0.072039,-0.042735,0.240537,0.347986,-0.076923,-0.028083,0.262515,0.023199,0.098901,0.868132
-0.054945,-0.159951,0.079365,0.074481,-0.042735,0.035409,0.211233,-0.089133,-0.282051,0.177045,0.062271,0.094017,0.865690
-0.050061,-0.108669,0.035409,0.050061,-0.042735,-0.387057,0.008547,-0.086691,-0.272283,-0.006105,0.032967,0.079365,0.868132
-0.025641,-0.111111,0.010989,0.006105,-0.006105,-0.721612,-0.059829,-0.118437,-0.125763,-0.174603,0.020757,0.101343,0.870574
-0.042735,-0.064713,0.013431,-0.015873,0.023199,-0.404151,-0.020757,-0.106227,-0.098901,-0.296703,-0.006105,0.025641,0.865690
-0.059829,-0.067155,0.023199,-0.008547,0.010989,-0.216117,0.047619,-0.032967,-0.040293,-0.118437,-0.035409,0.023199,0.865690
-0.008547,0.059829,0.010989,-0.079365,0.125763,-0.098901,-0.057387,0.133089,-0.279609,0.018315,0.037851,-0.321123,0.865690
0.089133,0.452992,-0.086691,-0.164835,0.203907,-0.179487,-0.052503,0.228327,-0.250305,0.167277,0.115995,-0.326007,0.865690
0.020757,-0.108669,0.042735,0.064713,-0.103785,0.013431,0.355312,0.028083,-0.015873,0.223443,0.064713,0.164835,0.863248
0.013431,-0.177045,0.050061,0.057387,-0.113553,-0.282051,0.257631,0.010989,-0.062271,0.035409,0.057387,0.169719,0.863248
0.010989,-0.162393,0.020757,0.035409,-0.118437,-0.377289,0.228327,0.010989,-0.096459,-0.228327,0.057387,0.167277,0.863248
0.018315,-0.118437,0.032967,0.040293,-0.091575,-0.279609,0.206349,0.008547,-0.089133,-0.494505,0.045177,0.135531,0.865690
-0.015873,-0.040293,0.037851,0.037851,-0.006105,-0.172161,0.299145,0.013431,-0.037851,-0.645909,-0.015873,-0.010989,0.868132
-0.006105,-0.025641,0.025641,-0.006105,0.050061,-0.037851,0.277167,0.032967,0.074481,-0.396825,-0.081807,-0.040293,0.865690
0.028083,-0.094017,-0.015873,-0.015873,0.057387,0.096459,0.052503,0.042735,0.233211,-0.076923,-0.086691,-0.028083,0.868132
-0.003663,-0.062271,0.042735,0.020757,-0.018315,0.221001,-0.111111,0.003663,0.304029,0.206349,-0.028083,-0.010989,0.868132
